Invoice_ID,Order_Date,Ship_Date,Order_Status,Payment_Method,Quantity_Sold,Unit_Price,Discount_Percent,Tax_Amount,Total_Sale_Amount
INV-20231008-6339,2024-10-08,2024-10-12,Returned,PayPal,11,952,14,630.41,9636.33
INV-20240614-5072,2023-11-03,2023-11-04,Completed,PayPal,11,744,5,544.24,8319.04
INV-20240527-8327,2024-04-10,2024-04-12,Returned,UPI,15,665,27,509.72,7791.47
INV-20241211-1586,2024-02-04,2024-02-06,Pending,Credit Card,3,152,3,30.96,473.28
INV-20250511-8719,2024-05-06,2024-05-08,Pending,UPI,10,954,7,621.05,9493.25
INV-20241225-2251,2024-07-25,2024-07-29,Returned,PayPal,3,185,13,33.8,516.65
INV-20250615-5757,2024-05-11,2024-05-15,Completed,Cash,5,589,20,164.92,2520.92
INV-20240130-2743,2025-09-24,2025-09-26,Returned,Credit Card,5,962,15,286.2,4374.7
INV-20240306-2447,2025-02-09,2025-02-14,Returned,PayPal,16,920,26,762.5,11655.3
INV-20240329-5159,2024-06-11,2024-06-16,Returned,PayPal,9,471,28,213.65,3265.73
INV-20231018-1292,2024-11-28,2024-11-29,Returned,PayPal,5,989,8,318.46,4867.86
INV-20250720-3415,2025-06-05,2025-06-07,Pending,UPI,2,805,16,94.67,1447.07
INV-20250211-6026,2024-10-19,2024-10-26,Returned,Cash,17,311,11,329.38,5034.81
INV-20240106-2304,2024-11-23,2024-11-26,Returned,UPI,9,770,28,349.27,5338.87
INV-20240406-7391,2024-11-13,2024-11-19,Pending,Credit Card,19,650,28,622.44,9514.44
INV-20231111-4902,2024-04-17,2024-04-24,Pending,PayPal,17,779,18,760.15,11619.41
INV-20250127-4718,2024-09-01,2024-09-08,Completed,UPI,11,375,22,225.23,3442.73
INV-20250622-8696,2023-12-27,2024-01-03,Pending,UPI,17,784,11,830.33,12692.25
INV-20240629-2530,2025-06-15,2025-06-21,Completed,Credit Card,20,166,0,232.4,3552.4
INV-20240715-5884,2025-09-13,2025-09-14,Pending,Credit Card,15,640,15,571.2,8731.2
INV-20250313-5270,2025-08-01,2025-08-05,Pending,Credit Card,20,545,19,618.03,9447.03
INV-20250521-3003,2025-06-01,2025-06-05,Returned,PayPal,20,373,13,454.31,6944.51
INV-20241017-1347,2024-10-11,2024-10-17,Returned,UPI,10,485,28,244.44,3736.44
INV-20240108-1258,2025-06-20,2025-06-27,Completed,Credit Card,10,398,26,206.16,3151.36
INV-20241122-7055,2024-07-02,2024-07-09,Returned,UPI,12,645,6,509.29,7784.89
INV-20250105-3725,2024-03-08,2024-03-15,Returned,Cash,16,959,25,805.56,12313.56
INV-20240317-6690,2025-07-28,2025-07-29,Returned,UPI,12,597,16,421.24,6439.0
INV-20240914-1317,2025-08-26,2025-08-28,Completed,UPI,7,609,13,259.62,3968.43
INV-20250213-1968,2024-01-18,2024-01-24,Returned,PayPal,7,163,12,70.29,1074.37
INV-20241028-9064,2025-08-26,2025-08-29,Pending,Credit Card,17,352,17,347.67,5314.39
INV-20240527-8669,2023-11-06,2023-11-09,Completed,UPI,5,903,17,262.32,4009.77
INV-20241008-4589,2025-06-26,2025-07-01,Completed,Cash,12,411,3,334.88,5118.92
INV-20250824-5069,2025-09-18,2025-09-20,Returned,PayPal,14,572,25,420.42,6426.42
INV-20250807-9480,2023-11-13,2023-11-16,Pending,UPI,18,365,23,354.12,5413.02
INV-20240324-8587,2024-11-04,2024-11-10,Completed,UPI,2,263,11,32.77,500.91
INV-20250625-2909,2025-05-17,2025-05-20,Returned,UPI,10,136,30,66.64,1018.64
INV-20240216-2395,2024-07-11,2024-07-12,Pending,PayPal,18,677,4,818.9,12517.46
INV-20231208-6622,2025-03-14,2025-03-17,Pending,UPI,1,831,23,44.79,684.66
INV-20231006-9375,2025-03-26,2025-03-27,Pending,UPI,18,698,20,703.58,10754.78
INV-20250225-4599,2023-11-17,2023-11-20,Pending,Cash,5,406,16,119.36,1824.56
INV-20250424-9236,2024-11-22,2024-11-26,Returned,UPI,16,100,22,87.36,1335.36
INV-20240904-2879,2024-07-23,2024-07-25,Completed,Credit Card,6,867,11,324.08,4953.86
INV-20241217-2135,2025-02-05,2025-02-10,Returned,UPI,8,985,13,479.89,7335.49
INV-20240410-3124,2025-03-24,2025-03-27,Pending,Credit Card,16,385,24,327.71,5009.31
INV-20250607-1421,2025-04-07,2025-04-10,Returned,PayPal,19,772,29,729.0,11143.28
INV-20240213-8839,2025-07-18,2025-07-23,Returned,UPI,6,212,17,73.9,1129.66
INV-20250125-5679,2025-04-03,2025-04-10,Pending,UPI,17,233,15,235.68,3602.53
INV-20250524-7144,2024-05-20,2024-05-23,Returned,UPI,15,121,26,94.02,1437.12
INV-20240901-5793,2023-10-27,2023-11-02,Pending,Cash,16,571,27,466.85,7136.13
INV-20240613-9686,2024-01-07,2024-01-11,Pending,UPI,13,765,22,543.0,8300.1
INV-20250315-6345,2025-06-05,2025-06-08,Completed,Cash,20,553,28,557.42,8520.62
INV-20240430-3031,2024-07-23,2024-07-29,Returned,UPI,5,124,5,41.23,630.23
INV-20240830-1668,2024-08-27,2024-08-29,Returned,Cash,6,247,15,88.18,1347.88
INV-20250411-7025,2025-06-09,2025-06-15,Pending,Cash,17,248,3,286.27,4375.79
INV-20250415-7306,2024-02-17,2024-02-21,Pending,PayPal,10,101,17,58.68,896.98
INV-20250919-3564,2025-03-04,2025-03-06,Returned,Cash,9,923,22,453.56,6933.02
INV-20231010-7794,2023-10-29,2023-11-04,Pending,Cash,20,239,16,281.06,4296.26
INV-20250723-5316,2023-10-10,2023-10-12,Pending,UPI,20,153,10,192.78,2946.78
INV-20240830-4851,2024-07-26,2024-08-01,Returned,Cash,20,717,13,873.31,13349.11
INV-20241202-9537,2025-08-27,2025-09-01,Completed,Credit Card,4,802,18,184.14,2814.7
INV-20241013-1314,2025-05-29,2025-06-02,Completed,Credit Card,13,731,23,512.21,7829.52
INV-20250302-7947,2025-09-22,2025-09-25,Pending,PayPal,16,640,16,602.11,9203.71
INV-20240809-3821,2025-10-03,2025-10-09,Returned,Credit Card,20,660,4,887.04,13559.04
INV-20240105-7005,2024-12-29,2025-01-04,Pending,UPI,10,804,20,450.24,6882.24
INV-20250110-7078,2024-05-04,2024-05-08,Pending,Cash,1,413,5,27.46,419.81
INV-20240801-5115,2024-02-26,2024-02-28,Completed,UPI,3,885,21,146.82,2244.27
INV-20231021-4037,2025-07-27,2025-07-30,Returned,Cash,3,220,14,39.73,607.33
INV-20240210-1232,2024-06-23,2024-06-25,Pending,Cash,2,910,13,110.84,1694.24
INV-20241122-5328,2024-09-16,2024-09-23,Completed,Credit Card,12,699,20,469.73,7180.13
INV-20250831-9835,2024-09-12,2024-09-15,Pending,Credit Card,16,969,22,846.52,12939.64
INV-20250711-5670,2025-08-11,2025-08-14,Completed,Credit Card,7,971,4,456.76,6981.88
INV-20231209-3552,2025-08-26,2025-09-01,Pending,PayPal,2,167,30,16.37,250.17
INV-20250222-7232,2024-08-07,2024-08-09,Returned,PayPal,19,342,2,445.76,6813.8
INV-20250810-5603,2024-02-29,2024-03-05,Pending,UPI,15,624,25,491.4,7511.4
INV-20240815-3029,2025-09-26,2025-10-01,Pending,Cash,20,996,16,1171.3,17904.1
INV-20250716-8593,2024-12-31,2025-01-05,Completed,Credit Card,4,914,19,207.3,3168.66
INV-20250407-4376,2025-03-17,2025-03-18,Completed,Cash,5,656,12,202.05,3088.45
INV-20241023-7591,2025-07-30,2025-08-04,Pending,Cash,3,503,26,78.17,1194.83
INV-20240330-2569,2024-12-22,2024-12-29,Pending,Cash,5,560,13,170.52,2606.52
INV-20250924-9594,2023-12-11,2023-12-18,Pending,PayPal,7,154,5,71.69,1095.79
INV-20250902-2107,2023-11-08,2023-11-13,Completed,PayPal,13,740,26,498.32,7617.12
INV-20240620-6448,2025-08-08,2025-08-10,Returned,PayPal,3,625,26,97.13,1484.63
INV-20240121-8244,2025-08-05,2025-08-08,Returned,UPI,4,939,30,184.04,2813.24
INV-20250820-3962,2024-04-02,2024-04-08,Completed,PayPal,19,276,8,337.71,5162.19
INV-20231006-6187,2025-05-05,2025-05-12,Returned,Credit Card,16,168,22,146.76,2243.4
INV-20240315-4750,2025-02-10,2025-02-13,Completed,Cash,20,503,7,654.91,10010.71
INV-20241213-4339,2025-04-16,2025-04-17,Pending,Credit Card,8,197,25,82.74,1264.74
INV-20240531-1744,2024-03-26,2024-03-30,Returned,Credit Card,11,970,27,545.24,8334.34
INV-20250517-4938,2024-06-21,2024-06-23,Pending,Credit Card,18,854,3,1043.76,15954.6
INV-20250211-9049,2024-03-21,2024-03-28,Completed,Cash,4,377,27,77.06,1177.9
INV-20250628-8580,2024-01-28,2024-02-01,Completed,Credit Card,1,887,7,57.74,882.65
INV-20250221-9520,2024-11-06,2024-11-13,Pending,UPI,2,799,10,100.67,1538.87
INV-20250106-7634,2024-03-28,2024-03-31,Returned,Credit Card,10,473,4,317.86,4858.66
INV-20240426-3900,2024-12-19,2024-12-24,Pending,PayPal,2,993,23,107.05,1636.27
INV-20250615-4231,2023-10-13,2023-10-19,Returned,Cash,16,539,4,579.53,8858.57
INV-20240608-4021,2024-04-09,2024-04-12,Returned,Credit Card,1,802,29,39.86,609.28
INV-20250820-2904,2024-12-21,2024-12-23,Pending,PayPal,11,648,0,498.96,7626.96
INV-20241215-1167,2023-10-13,2023-10-20,Completed,UPI,17,167,22,155.01,2369.43
INV-20250127-4486,2024-10-10,2024-10-16,Completed,PayPal,10,420,20,235.2,3595.2
INV-20240810-9574,2024-04-24,2024-04-30,Returned,Cash,18,161,15,172.43,2635.73
INV-20250907-5551,2025-09-25,2025-09-29,Completed,Credit Card,18,587,9,673.05,10288.11
INV-20231128-5180,2025-05-26,2025-06-02,Pending,PayPal,16,303,18,278.28,4253.64
INV-20231028-7434,2024-01-31,2024-02-06,Returned,Cash,6,870,10,328.86,5026.86
INV-20231015-8381,2024-04-17,2024-04-18,Pending,UPI,15,922,5,919.7,14058.2
INV-20250406-8113,2024-07-29,2024-07-31,Returned,UPI,9,678,21,337.44,5158.02
INV-20250417-1255,2023-10-09,2023-10-16,Pending,Cash,14,336,23,253.55,3875.63
INV-20250305-1988,2024-12-16,2024-12-17,Returned,PayPal,19,351,13,406.14,6208.17
INV-20250914-5324,2024-07-26,2024-08-02,Returned,UPI,4,100,23,21.56,329.56
INV-20250307-3704,2025-07-27,2025-07-31,Completed,PayPal,9,561,13,307.48,4700.11
INV-20250620-9023,2023-10-12,2023-10-15,Returned,PayPal,14,932,11,812.89,12425.61
INV-20241217-1237,2024-07-30,2024-08-05,Pending,PayPal,17,553,19,533.04,8147.85
INV-20241019-3257,2024-01-15,2024-01-16,Completed,Credit Card,2,603,20,67.54,1032.34
INV-20240721-1062,2024-03-30,2024-04-05,Completed,Credit Card,6,325,29,96.92,1481.42
INV-20231011-4998,2025-09-09,2025-09-15,Returned,Cash,7,589,8,265.52,4058.68
INV-20231204-5682,2025-06-23,2025-06-27,Returned,UPI,16,675,5,718.2,10978.2
INV-20240708-8224,2024-06-27,2024-07-03,Returned,UPI,2,174,25,18.27,279.27
INV-20240901-6884,2025-08-24,2025-08-31,Returned,PayPal,17,429,1,505.4,7725.47
INV-20240102-5990,2024-04-24,2024-04-29,Pending,Credit Card,15,167,3,170.09,2599.94
INV-20240809-2605,2024-10-13,2024-10-15,Pending,UPI,17,166,7,183.71,2808.17
INV-20250205-9081,2025-06-30,2025-07-04,Completed,Cash,16,694,3,753.96,11524.84
INV-20240207-8705,2025-08-04,2025-08-09,Pending,PayPal,13,854,14,668.34,10216.06
INV-20250101-1888,2024-07-04,2024-07-08,Returned,PayPal,9,781,18,403.46,6167.24
INV-20250922-4231,2024-06-14,2024-06-21,Pending,Credit Card,8,921,28,371.35,5676.31
INV-20241109-3002,2024-03-04,2024-03-09,Returned,Credit Card,8,771,14,371.31,5675.79
INV-20250116-1634,2024-11-08,2024-11-11,Returned,Credit Card,5,555,10,174.83,2672.33
INV-20250528-2101,2025-06-28,2025-06-29,Pending,PayPal,4,716,18,164.39,2512.87
INV-20250416-5278,2024-10-19,2024-10-20,Returned,Cash,17,228,10,244.19,3732.59
INV-20250414-5663,2023-11-01,2023-11-02,Pending,Credit Card,4,212,28,42.74,653.3
INV-20231101-8226,2025-07-04,2025-07-11,Returned,PayPal,8,599,17,278.42,4255.78
INV-20231124-8323,2023-10-25,2023-11-01,Completed,UPI,18,390,26,363.64,5558.44
INV-20240518-2983,2024-03-31,2024-04-07,Returned,Credit Card,17,688,1,810.53,12389.57
INV-20240119-8448,2024-05-17,2024-05-22,Completed,UPI,5,782,22,213.49,3263.29
INV-20250801-1623,2024-01-04,2024-01-06,Completed,Cash,1,229,1,15.87,242.58
INV-20240313-2557,2024-12-24,2024-12-28,Pending,Credit Card,12,881,0,740.04,11312.04
INV-20231221-8245,2025-08-28,2025-08-29,Completed,UPI,15,498,4,501.98,7673.18
INV-20240410-1482,2023-11-23,2023-11-27,Pending,UPI,20,848,21,937.89,14336.29
INV-20250627-8823,2024-01-25,2024-01-31,Pending,PayPal,11,771,6,558.05,8530.19
INV-20250818-4812,2025-01-08,2025-01-13,Completed,Credit Card,2,729,7,94.92,1450.86
INV-20240306-1870,2024-08-19,2024-08-20,Completed,UPI,1,503,4,33.8,516.68
INV-20250818-5333,2024-12-24,2024-12-26,Pending,Cash,10,864,3,586.66,8967.46
INV-20250625-4822,2025-06-08,2025-06-12,Pending,Credit Card,19,712,15,804.92,12303.72
INV-20240625-5204,2025-04-05,2025-04-06,Returned,Credit Card,20,245,4,329.28,5033.28
INV-20250419-5622,2024-02-11,2024-02-17,Returned,Credit Card,15,860,5,857.85,13112.85
INV-20240918-6885,2023-11-20,2023-11-26,Completed,PayPal,16,682,10,687.46,10508.26
INV-20241228-5309,2025-07-28,2025-07-29,Returned,Credit Card,5,296,9,94.28,1441.08
INV-20250213-7920,2024-04-11,2024-04-15,Pending,Cash,9,713,0,449.19,6866.19
INV-20250315-7516,2025-06-24,2025-06-29,Returned,Cash,19,377,2,491.38,7511.12
INV-20240722-3419,2025-01-25,2025-01-29,Returned,PayPal,17,766,19,738.35,11286.17
INV-20240410-5678,2024-05-10,2024-05-12,Pending,UPI,19,953,3,1229.47,18793.26
INV-20241211-5216,2023-10-23,2023-10-28,Returned,UPI,14,556,0,544.88,8328.88
INV-20240213-4736,2024-12-30,2025-01-06,Returned,UPI,3,511,7,99.8,1525.49
INV-20250729-4487,2024-12-26,2024-12-27,Completed,UPI,13,341,16,260.66,3984.38
INV-20240823-5528,2023-11-27,2023-12-03,Pending,PayPal,1,853,2,58.52,894.46
INV-20240310-9853,2024-01-04,2024-01-08,Pending,PayPal,15,994,8,960.2,14677.4
INV-20240710-2413,2024-04-30,2024-05-02,Returned,Credit Card,8,103,2,56.53,864.05
INV-20250423-7747,2024-07-06,2024-07-11,Returned,PayPal,13,467,10,382.47,5846.37
INV-20250309-5792,2023-11-23,2023-11-26,Pending,PayPal,18,837,10,949.16,14508.56
INV-20250721-7400,2025-09-08,2025-09-12,Returned,UPI,2,500,20,56.0,856.0
INV-20250218-5210,2025-02-07,2025-02-08,Completed,Credit Card,14,905,0,886.9,13556.9
INV-20240125-3796,2023-12-13,2023-12-15,Pending,Credit Card,1,972,1,67.36,1029.64
INV-20250106-3580,2024-01-04,2024-01-06,Pending,PayPal,9,474,1,295.63,4518.97
INV-20250317-1493,2024-01-16,2024-01-18,Completed,Cash,12,650,30,382.2,5842.2
INV-20250326-3418,2024-11-11,2024-11-17,Completed,Cash,5,417,15,124.06,1896.31
INV-20240411-3974,2025-07-13,2025-07-16,Pending,UPI,8,823,0,460.88,7044.88
INV-20250605-4783,2024-10-18,2024-10-23,Pending,Cash,11,896,14,593.33,9069.49
INV-20250706-2186,2025-09-25,2025-09-28,Completed,Credit Card,4,245,20,54.88,838.88
INV-20250412-6328,2024-05-16,2024-05-19,Returned,Credit Card,12,951,28,575.16,8791.8
INV-20241021-6304,2024-08-21,2024-08-24,Pending,Credit Card,19,821,7,1015.49,15522.56
INV-20240919-1273,2024-03-30,2024-04-04,Pending,Cash,9,506,14,274.15,4190.59
INV-20240701-2400,2025-04-22,2025-04-24,Pending,Credit Card,19,226,8,276.53,4227.01
INV-20231211-7045,2024-07-01,2024-07-03,Returned,UPI,15,126,10,119.07,1820.07
INV-20240202-5028,2025-06-28,2025-06-29,Pending,Cash,18,716,15,766.84,11721.64
INV-20250730-7761,2025-01-10,2025-01-16,Completed,UPI,4,787,27,160.86,2458.9
INV-20250211-5011,2024-08-21,2024-08-24,Returned,UPI,10,249,11,155.13,2371.23
INV-20240307-8554,2024-01-30,2024-02-03,Completed,Credit Card,6,332,3,135.26,2067.5
INV-20240111-6054,2025-02-10,2025-02-16,Completed,Credit Card,18,129,18,133.28,2037.32
INV-20250505-1987,2024-04-01,2024-04-04,Returned,UPI,8,435,2,238.73,3649.13
INV-20240727-5667,2025-09-28,2025-10-04,Returned,UPI,13,360,14,281.74,4306.54
INV-20231201-2377,2025-03-19,2025-03-26,Pending,Credit Card,20,558,18,640.58,9791.78
INV-20240723-8980,2025-05-01,2025-05-08,Completed,PayPal,19,777,23,795.73,12163.24
INV-20240928-7104,2024-03-19,2024-03-24,Pending,Credit Card,4,932,30,182.67,2792.27
INV-20241114-2540,2023-11-11,2023-11-17,Completed,UPI,6,862,29,257.05,3929.17
INV-20250917-6639,2024-09-26,2024-10-01,Pending,PayPal,20,489,6,643.52,9836.72
INV-20240829-6431,2025-02-24,2025-02-25,Returned,PayPal,2,413,10,52.04,795.44
INV-20241104-5859,2024-01-28,2024-01-30,Returned,Cash,6,309,11,115.5,1765.56
INV-20241102-9344,2025-07-10,2025-07-14,Completed,UPI,11,739,30,398.32,6088.62
INV-20240812-4486,2025-09-14,2025-09-20,Returned,Cash,16,799,9,814.34,12447.78
INV-20240102-6203,2024-12-18,2024-12-22,Pending,Cash,10,987,5,656.36,10032.86
INV-20231220-5414,2024-11-07,2024-11-10,Pending,UPI,13,781,26,525.93,8039.15
INV-20250911-1471,2024-02-22,2024-02-26,Pending,UPI,3,629,17,109.63,1675.84
INV-20250304-7863,2025-01-26,2025-02-02,Pending,UPI,16,435,24,370.27,5659.87
INV-20240608-6408,2025-03-22,2025-03-23,Returned,Credit Card,6,968,15,345.58,5282.38
INV-20250105-9121,2025-05-04,2025-05-11,Returned,Cash,16,343,1,380.32,5813.44
INV-20240528-4736,2024-02-28,2024-03-03,Pending,Cash,18,645,27,593.27,9068.57
INV-20250729-6504,2025-07-01,2025-07-03,Completed,PayPal,13,431,6,368.68,5635.5
INV-20250121-7710,2024-07-16,2024-07-20,Returned,Cash,7,570,24,212.27,3244.67
INV-20250603-9731,2023-11-18,2023-11-21,Returned,Credit Card,13,931,16,711.66,10878.18
INV-20250424-1586,2024-08-05,2024-08-06,Returned,Cash,15,923,19,785.01,11999.46
INV-20240422-2865,2025-08-01,2025-08-06,Pending,UPI,1,865,19,49.05,749.7
INV-20250211-8115,2024-02-28,2024-02-29,Completed,PayPal,17,213,20,202.78,3099.58
INV-20250120-1028,2024-10-31,2024-11-06,Returned,Cash,3,695,28,105.08,1606.28
INV-20250127-4241,2024-04-04,2024-04-07,Completed,UPI,2,825,27,84.32,1288.82
INV-20240719-9269,2024-08-20,2024-08-22,Pending,PayPal,8,659,10,332.14,5076.94
INV-20240207-1718,2025-08-17,2025-08-20,Completed,Cash,5,323,20,90.44,1382.44
INV-20240326-6488,2025-08-29,2025-08-30,Completed,Credit Card,3,912,0,191.52,2927.52
INV-20231119-5271,2024-08-11,2024-08-12,Completed,PayPal,6,949,6,374.67,5727.03
INV-20240704-5142,2024-12-29,2024-12-31,Returned,PayPal,11,526,25,303.77,4643.27
INV-20231101-2590,2024-06-09,2024-06-15,Pending,PayPal,6,750,7,292.95,4477.95
INV-20241212-4937,2025-05-13,2025-05-14,Returned,PayPal,6,928,3,378.07,5779.03
INV-20250131-9591,2024-02-16,2024-02-18,Returned,Cash,20,376,5,500.08,7644.08
INV-20250602-7063,2024-04-19,2024-04-26,Pending,Cash,15,369,17,321.58,4915.63
INV-20250727-6723,2024-08-17,2024-08-24,Pending,Credit Card,10,388,19,220.0,3362.8
INV-20231211-1724,2025-04-16,2025-04-18,Returned,UPI,13,413,26,278.11,4251.17
INV-20240315-6153,2024-11-18,2024-11-25,Completed,Credit Card,17,778,5,879.53,13444.23
INV-20240816-8781,2024-07-19,2024-07-22,Completed,Cash,18,197,29,176.24,2693.9
INV-20240604-4893,2025-06-04,2025-06-05,Completed,UPI,13,166,27,110.27,1685.61
INV-20250215-3690,2023-11-30,2023-12-07,Completed,Credit Card,19,699,16,780.92,11936.96
INV-20240715-4595,2024-07-07,2024-07-09,Pending,Credit Card,12,196,12,144.88,2214.64
INV-20240626-7952,2024-11-25,2024-11-27,Completed,PayPal,14,511,30,350.55,5358.35
INV-20240908-5088,2024-08-15,2024-08-21,Returned,Credit Card,11,201,7,143.94,2200.17
INV-20240308-5290,2024-06-30,2024-07-05,Returned,Cash,5,676,1,234.23,3580.43
INV-20240617-2242,2024-10-23,2024-10-25,Completed,UPI,18,415,8,481.07,7353.47
INV-20250928-5328,2025-04-20,2025-04-23,Returned,Credit Card,1,762,12,46.94,717.5
INV-20240414-9335,2024-07-03,2024-07-09,Returned,Credit Card,7,858,24,319.52,4884.08
INV-20250315-5431,2024-05-01,2024-05-08,Completed,Cash,2,847,22,92.49,1413.81
INV-20250705-7643,2024-03-24,2024-03-30,Returned,PayPal,8,183,25,76.86,1174.86
INV-20241128-5731,2024-06-18,2024-06-24,Pending,PayPal,18,998,22,980.83,14992.75
INV-20240317-7108,2024-11-19,2024-11-26,Completed,Cash,12,904,5,721.39,11026.99
INV-20240717-5697,2025-08-09,2025-08-16,Pending,Cash,12,876,28,529.8,8098.44
INV-20250330-7279,2024-12-15,2024-12-20,Completed,Cash,19,227,8,277.76,4245.72
INV-20231027-8680,2024-03-12,2024-03-18,Returned,UPI,12,808,29,481.89,7366.05
INV-20250604-4451,2025-09-27,2025-09-30,Returned,Cash,8,603,8,310.67,4748.75
INV-20250812-7435,2024-12-29,2025-01-05,Completed,PayPal,20,755,16,887.88,13571.88
INV-20231114-7271,2024-03-04,2024-03-09,Completed,Credit Card,13,842,24,582.33,8901.29
INV-20241123-4014,2024-01-30,2024-02-03,Completed,Credit Card,19,673,18,733.97,11219.31
INV-20231219-8742,2023-11-14,2023-11-19,Completed,Credit Card,8,929,7,483.82,7395.58
INV-20240426-4323,2024-04-18,2024-04-25,Completed,Cash,5,251,13,76.43,1168.28
INV-20231224-3043,2024-08-24,2024-08-26,Pending,Cash,2,598,14,72.0,1100.56
INV-20250111-8158,2025-03-15,2025-03-20,Returned,Cash,12,438,17,305.37,4667.85
INV-20231222-2111,2024-11-23,2024-11-25,Returned,UPI,7,586,17,238.33,3642.99
INV-20250227-7489,2025-05-09,2025-05-12,Returned,Cash,11,892,15,583.81,8924.01
INV-20240204-6647,2024-09-09,2024-09-14,Completed,Credit Card,7,996,14,419.71,6415.63
INV-20240208-7654,2025-06-16,2025-06-20,Returned,PayPal,6,815,22,266.99,4081.19
INV-20250212-4728,2024-11-04,2024-11-10,Completed,PayPal,18,133,0,167.58,2561.58
INV-20250707-2204,2024-02-01,2024-02-08,Completed,Credit Card,10,418,12,257.49,3935.89
INV-20250323-1622,2024-08-28,2024-08-31,Returned,PayPal,3,206,17,35.91,548.85
INV-20240623-6883,2024-06-06,2024-06-13,Completed,Cash,8,275,11,137.06,2095.06
INV-20250418-4436,2024-07-13,2024-07-17,Returned,PayPal,7,764,29,265.8,4062.88
INV-20250926-5886,2024-05-22,2024-05-28,Pending,Cash,2,279,18,32.03,489.59
INV-20240218-8226,2024-11-09,2024-11-11,Completed,UPI,2,581,6,76.46,1168.74
INV-20250707-8627,2024-07-13,2024-07-19,Completed,Credit Card,17,129,13,133.55,2041.46
INV-20231010-4867,2025-07-25,2025-07-29,Pending,PayPal,7,434,26,157.37,2405.49
INV-20250130-8266,2024-06-04,2024-06-05,Completed,Cash,8,564,3,306.36,4683.0
INV-20231222-2125,2025-06-03,2025-06-07,Pending,Cash,5,603,14,181.5,2774.4
INV-20250724-1974,2025-04-27,2025-05-01,Pending,Credit Card,7,179,0,87.71,1340.71
INV-20250306-3781,2024-02-16,2024-02-20,Completed,Cash,6,554,7,216.39,3307.71
INV-20250409-6503,2024-06-29,2024-06-30,Returned,Credit Card,13,1000,18,746.2,11406.2
INV-20240924-1858,2025-08-13,2025-08-19,Completed,Cash,19,767,14,877.29,13410.07
INV-20250614-2908,2024-07-18,2024-07-24,Pending,Credit Card,6,555,2,228.44,3491.84
INV-20231209-7285,2024-03-21,2024-03-24,Returned,UPI,6,346,11,129.33,1976.97
INV-20241024-6223,2024-07-02,2024-07-06,Completed,Cash,19,645,8,789.22,12063.82
INV-20240723-3175,2024-09-17,2024-09-20,Pending,PayPal,8,116,4,62.36,953.24
INV-20240409-8277,2025-07-27,2025-08-01,Returned,PayPal,14,475,20,372.4,5692.4
INV-20231022-6787,2024-06-25,2024-07-01,Completed,Cash,6,209,22,68.47,1046.59
INV-20241229-2073,2025-09-27,2025-10-03,Returned,Cash,9,322,30,142.0,2170.6
INV-20241220-4341,2024-10-13,2024-10-14,Completed,PayPal,2,546,11,68.03,1039.91
INV-20250813-1099,2024-07-04,2024-07-09,Returned,Cash,15,996,28,752.98,11509.78
INV-20250303-6089,2023-12-03,2023-12-04,Returned,UPI,13,275,13,217.72,3327.97
INV-20240221-2779,2025-08-07,2025-08-13,Returned,UPI,6,660,20,221.76,3389.76
INV-20250919-7413,2025-08-17,2025-08-22,Completed,Cash,2,815,26,84.43,1290.63
INV-20231108-1059,2025-08-30,2025-09-03,Completed,Cash,16,268,7,279.15,4266.99
INV-20231216-2018,2024-05-01,2024-05-03,Completed,PayPal,11,486,14,321.83,4919.39
INV-20250514-1156,2024-07-06,2024-07-13,Returned,Credit Card,3,135,10,25.52,390.02
INV-20250425-1758,2024-02-23,2024-02-27,Pending,Credit Card,4,190,15,45.22,691.22
INV-20240822-9249,2024-10-16,2024-10-17,Pending,UPI,10,172,1,119.2,1822.0
INV-20250104-4140,2025-05-08,2025-05-09,Completed,Credit Card,7,792,18,318.23,4864.31
INV-20240531-3259,2025-07-02,2025-07-07,Completed,PayPal,18,811,11,909.46,13901.68
INV-20240411-6724,2024-06-28,2024-07-05,Completed,UPI,14,637,9,568.08,8683.46
INV-20250824-1306,2024-06-09,2024-06-11,Pending,UPI,14,964,4,906.93,13863.09
INV-20241205-5091,2024-10-14,2024-10-17,Returned,Credit Card,6,899,21,298.29,4559.55
INV-20240113-2923,2025-04-01,2025-04-04,Completed,Cash,18,911,2,1124.9,17194.94
INV-20250531-8859,2023-11-11,2023-11-18,Returned,PayPal,15,934,19,794.37,12142.47
INV-20250720-3987,2023-10-27,2023-11-01,Returned,Cash,2,913,30,89.47,1367.67
INV-20240401-8788,2024-04-15,2024-04-16,Pending,Credit Card,11,658,21,400.26,6118.28
INV-20231210-3763,2025-05-24,2025-05-28,Returned,UPI,4,574,13,139.83,2137.35
INV-20240331-3102,2025-02-22,2025-02-27,Returned,Credit Card,20,533,17,619.35,9467.15
INV-20250903-3216,2024-04-20,2024-04-24,Returned,Credit Card,14,357,8,321.87,4920.03
INV-20231019-3768,2024-08-20,2024-08-26,Completed,PayPal,3,548,3,111.63,1706.31
INV-20250326-7088,2024-04-07,2024-04-13,Pending,UPI,8,439,19,199.13,3043.85
INV-20240107-7576,2025-03-19,2025-03-21,Pending,Credit Card,12,197,12,145.62,2225.94
INV-20250704-9013,2025-04-29,2025-05-02,Pending,Cash,12,611,27,374.67,5727.03
